player_id,name,player_name,team_name,games,minutes,actions,offensive,defensive,vaep,offensive_p90,defensive_p90,vaep_p90
30429.0,Hugo Fraile,Hugo Fraile Martín,Sporting Gijón,3,91,77,0.2425933780549094,-0.028335791925201192,0.21425758612970822,0.2399275167576027,-0.028024409596352825,0.21190310716124988
10727.0,Răzvan Raț,Răzvan Dincă Raț,Rayo Vallecano,10,770,1022,2.1613220154249575,-0.353765750216553,1.8075562652084045,0.2526220537509691,-0.04134924353180489,0.21127281021916416
27341.0,Marcelo Díaz,Marcelo Alfonso Díaz Rojas,Celta Vigo,14,1031,1476,2.426950478790328,-0.02292818605201319,2.404022292738315,0.2118579467421237,-0.002001490538003091,0.20985645620412058
11094.0,Arda Turan,Arda Turan,Barcelona,18,845,1375,1.5762875971202739,0.35982238786527887,1.9361099849855528,0.1678886198116268,0.03832427799748532,0.20621289780911212
24263.0,Isma López,Ismael López Blanco,Sporting Gijón,31,2591,2542,5.574192028421443,0.27470839605666697,5.84890042447811,0.19362303456500576,0.009542167365920505,0.20316520193092624
4926.0,Isco,Francisco Román Alarcón Suárez,Real Madrid,31,1881,2968,4.50407007801556,-0.264323578812764,4.239746499202796,0.21550574535959616,-0.01264706118721359,0.2028586841723826
23785.0,Théo Bongonda Mbul'Ofeko Batombo,Théo Bongonda Mbul''Ofeko Batombo,Celta Vigo,23,1243,931,2.768762603796553,0.026566321932477877,2.795328925729031,0.20047355940602557,0.0019235470425768375,0.2023971064486024
4711.0,Pablo Hernández,Pablo Hernández Domínguez,Rayo Vallecano,27,1976,2163,4.632302962922491,-0.2657746452023275,4.366528317720164,0.21098545883756284,-0.012105120479863094,0.19888033835769978
26222.0,Zé Castro,José Eduardo Rosa Vale de Castro,Rayo Vallecano,22,1775,2193,3.4414130773802754,0.4393408728064969,3.8807539501867723,0.17449418420519708,0.022276438621174493,0.19677062282637156
6998.0,Rafinha,Rafael Alcântara do Nascimento,Barcelona,6,292,383,0.6772381013142876,-0.04027278610737994,0.6369653152069077,0.20873777095303386,-0.012412845033096557,0.1963249259199373
6776.0,David Juncà,David Juncà Reñé,Eibar,31,2440,2435,5.753805177376606,-0.48184720292920247,5.271957974447403,0.21223051883766167,-0.017773052567060747,0.19445746627060093
